"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","t_centrarchi","t_lynn","t_maritimum","t_mesophilum","t_ovolyticum","t_rebecca","t_soleae","t_sp47","Inference"
"rbsK/rbiA","","Bifunctional ribokinase/ribose-5-phosphate isomerase A","5","5","1","132","3483","150","3960","","926","926","926","BIAFHNIK_02426","ACNLJPHK_00682","","JLCCBCLK_00540","","IFMAJOOC_01984","NBFCBFAJ_00198","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P83534"
"nqrD","","Na(+)-translocating NADH-quinone reductase subunit D","5","5","1","132","8710","150","3788","","644","644","644","BIAFHNIK_02439","ACNLJPHK_01811","","JLCCBCLK_00579","","IFMAJOOC_00083","NBFCBFAJ_00216","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A5F5Y6"
"group_465","","Aspartate aminotransferase","5","5","1","132","2988","150","3767","","1187","1187","1187","BIAFHNIK_02457","ACNLJPHK_00556","","JLCCBCLK_00555","","IFMAJOOC_01969","NBFCBFAJ_00712","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P23034"
"atpH_1","","ATP synthase subunit c","5","5","1","132","1293","150","1876","","188","191","189","BIAFHNIK_02494","ACNLJPHK_01492","","JLCCBCLK_00366","","IFMAJOOC_01171","NBFCBFAJ_00562","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01396"
"scoA","","Succinyl-CoA:3-ketoacid coenzyme A transferase subunit A","5","5","1","132","1280","150","1895","","701","701","701","BIAFHNIK_02506","ACNLJPHK_00087","","JLCCBCLK_00354","","IFMAJOOC_02406","NBFCBFAJ_00360","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P56006"
"frdB","","Fumarate reductase iron-sulfur subunit","5","5","1","132","3414","150","1950","","746","755","747","BIAFHNIK_02529","ACNLJPHK_00136","","JLCCBCLK_00311","","IFMAJOOC_03079","NBFCBFAJ_00414","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P17596"
"nrdA","","Ribonucleoside-diphosphate reductase 1 subunit alpha","5","5","1","132","3428","150","7575","","2384","2399","2391","BIAFHNIK_02532","ACNLJPHK_00142","","JLCCBCLK_00292","","IFMAJOOC_00445","NBFCBFAJ_00426","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00452"
"nrdB","","Ribonucleoside-diphosphate reductase subunit beta","5","5","1","132","3429","150","7581","","971","971","971","BIAFHNIK_02533","ACNLJPHK_00143","","JLCCBCLK_00293","","IFMAJOOC_00444","NBFCBFAJ_00427","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O84835"
"group_472","","hypothetical protein","5","5","1","132","8362","150","7562","","659","659","659","BIAFHNIK_02552","ACNLJPHK_00183","","JLCCBCLK_00269","","IFMAJOOC_00468","NBFCBFAJ_00449","","ab initio prediction:Prodigal:2.6"
"recA","","Protein RecA","5","5","1","132","8358","150","7557","","1007","1007","1007","BIAFHNIK_02555","ACNLJPHK_00187","","JLCCBCLK_00266","","IFMAJOOC_00471","NBFCBFAJ_00453","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00268"
"ywlF","","Putative sugar phosphate isomerase YwlF","5","5","1","132","8353","150","7543","","431","440","433","BIAFHNIK_02561","ACNLJPHK_00191","","JLCCBCLK_00262","","IFMAJOOC_00475","NBFCBFAJ_00457","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39156"
"rplP","","50S ribosomal protein L16","5","5","1","132","5720","150","3036","","431","431","431","BIAFHNIK_01695","ACNLJPHK_00618","","","","IFMAJOOC_02675","NBFCBFAJ_01234","DIGNGMGA_00236","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P14577"
"group_846","","hypothetical protein","5","5","1","132","325","150","6907","","221","221","221","BIAFHNIK_01599","ACNLJPHK_02529","GIHJJLIL_00093","","AGNIMCJO_00445","IFMAJOOC_00192","","","ab initio prediction:Prodigal:2.6"
"rplE","","50S ribosomal protein L5","5","5","1","132","5725","150","3041","","551","551","551","BIAFHNIK_01690","ACNLJPHK_00623","","","","IFMAJOOC_02670","NBFCBFAJ_01239","DIGNGMGA_00241","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P12877"
"rpsQ","","30S ribosomal protein S17","5","5","1","132","5722","150","3038","","257","257","257","BIAFHNIK_01693","ACNLJPHK_00620","","","","IFMAJOOC_02673","NBFCBFAJ_01236","DIGNGMGA_00238","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0QSE0"
"acpP","","Acyl carrier protein; Acyl carrier protein AcpP","5","5","1","132","2919","150","3665","","236","236","236","BIAFHNIK_02281","ACNLJPHK_00075","","JLCCBCLK_00479","","IFMAJOOC_02767","NBFCBFAJ_00670","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19372"
"group_902","","hypothetical protein","5","5","1","132","3476","150","3975","","1397","1400","1399","BIAFHNIK_02417","ACNLJPHK_00687","","JLCCBCLK_00545","","IFMAJOOC_01979","NBFCBFAJ_00193","","ab initio prediction:Prodigal:2.6"
"hup","","DNA-binding protein HU","4","4","1","132","6729","150","224","","290","290","290","BIAFHNIK_00038","","","JLCCBCLK_00175","","IFMAJOOC_01667","NBFCBFAJ_00537","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A3H1"
"rpmC","","50S ribosomal protein L29","4","4","1","132","5721","150","3037","","191","191","191","","ACNLJPHK_00619","","","","IFMAJOOC_02674","NBFCBFAJ_01235","DIGNGMGA_00237","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P04457"
"trxA_2","","Thioredoxin","4","4","1","132","1470","150","1813","","293","293","293","","ACNLJPHK_00857","","JLCCBCLK_00405","","IFMAJOOC_01134","NBFCBFAJ_00598","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P10473"
"group_130","","hypothetical protein","4","4","1","132","3652","150","5201","","1442","1442","1442","BIAFHNIK_00789","","","","AGNIMCJO_00608","IFMAJOOC_01070","","DIGNGMGA_00577","ab initio prediction:Prodigal:2.6"
"group_1310","","hypothetical protein","4","4","1","132","7678","150","8513","","173","176","175","","ACNLJPHK_01147","GIHJJLIL_00105","","","IFMAJOOC_01287","","DIGNGMGA_00649","ab initio prediction:Prodigal:2.6"
"wprA","","Cell wall-associated protease; Subtilisin DY","4","4","1","132","1247","150","1903","","1619","1643","1630","","ACNLJPHK_00095","","JLCCBCLK_00347","","IFMAJOOC_02413","NBFCBFAJ_00367","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54423"
"nqrF","","Na(+)-translocating NADH-quinone reductase subunit F","4","4","1","132","8707","150","3942","","1316","1316","1316","","ACNLJPHK_01809","","JLCCBCLK_00581","","IFMAJOOC_00081","NBFCBFAJ_00214","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q56584"
"lepA","","Elongation factor 4","4","4","1","132","5546","150","7283","","731","1796","1529","BIAFHNIK_00310","ACNLJPHK_00992","","","","IFMAJOOC_02858","NBFCBFAJ_00845","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O67618"
"gcvH","","Glycine cleavage system H protein","4","4","1","132","8195","150","5112","","380","380","380","","ACNLJPHK_02064","","JLCCBCLK_00077","","IFMAJOOC_00225","NBFCBFAJ_00282","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64214"
"frdA","","Fumarate reductase flavoprotein subunit","4","4","1","132","3315","150","1641","","1574","2015","1903","BIAFHNIK_02530","","","JLCCBCLK_00312","","IFMAJOOC_03078","NBFCBFAJ_00413","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:V3TQ67"
"group_195","","Putative zinc metalloprotease","4","4","1","132","1453","150","1796","","1346","1427","1391","","ACNLJPHK_00013","","JLCCBCLK_00424","","IFMAJOOC_02468","NBFCBFAJ_00611","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O67776"
"kbl","","2-amino-3-ketobutyrate coenzyme A ligase","4","4","1","132","2094","150","793","","1193","1193","1193","BIAFHNIK_00237","ACNLJPHK_01899","","","","IFMAJOOC_01372","NBFCBFAJ_00729","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AB77"
"proS","","Proline--tRNA ligase","4","4","1","132","8670","150","3461","","1478","1478","1478","BIAFHNIK_00289","ACNLJPHK_02648","","","","IFMAJOOC_00538","NBFCBFAJ_00069","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9L4Q8"
"exbB","","Biopolymer transport protein ExbB","4","4","1","132","5539","150","7264","","713","728","716","BIAFHNIK_00317","ACNLJPHK_00995","","","","IFMAJOOC_02294","NBFCBFAJ_00852","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ABU7"
"rpoN","","RNA polymerase sigma-54 factor","4","4","1","132","5532","150","2148","","1397","1472","1417","BIAFHNIK_00323","ACNLJPHK_01001","","","","IFMAJOOC_02300","NBFCBFAJ_00858","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P24255"
"clpP","","ATP-dependent Clp protease proteolytic subunit","4","4","1","132","7805","150","2398","","659","659","659","BIAFHNIK_00409","ACNLJPHK_00477","","","","IFMAJOOC_01552","NBFCBFAJ_00974","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q5NH47"
"group_219","","hypothetical protein","4","4","1","132","7814","150","6240","","326","338","333","BIAFHNIK_00415","ACNLJPHK_00471","","","","IFMAJOOC_01546","NBFCBFAJ_00980","","ab initio prediction:Prodigal:2.6"
"accD","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","4","4","1","132","7818","150","6251","","857","857","857","BIAFHNIK_00420","ACNLJPHK_00467","","","","IFMAJOOC_01957","NBFCBFAJ_00985","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A9Q5"
"fbaA","","Fructose-bisphosphate aldolase class 2","4","4","1","132","7952","150","6428","","1058","1067","1060","BIAFHNIK_00421","ACNLJPHK_00466","","","","IFMAJOOC_01956","NBFCBFAJ_00986","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AB71"
"ribH","","6%2C7-dimethyl-8-ribityllumazine synthase","4","4","1","132","4357","150","5919","","506","506","506","BIAFHNIK_00729","ACNLJPHK_01358","","","","IFMAJOOC_02813","NBFCBFAJ_01305","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q81MB5"
"eno","","Enolase","4","4","1","132","5797","150","3090","","1283","1289","1287","BIAFHNIK_00831","","","","","IFMAJOOC_02744","NBFCBFAJ_01255","DIGNGMGA_00259","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O69174"
"cysS","","Cysteine--tRNA ligase","4","4","1","132","2547","150","8019","","1481","1481","1481","BIAFHNIK_00924","ACNLJPHK_02089","","","AGNIMCJO_00824","IFMAJOOC_01117","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q83BL7"
"group_233","","hypothetical protein","4","4","1","132","7756","150","8538","","587","1175","1028","BIAFHNIK_00938","ACNLJPHK_02822","","","","IFMAJOOC_03077","","DIGNGMGA_00658","ab initio prediction:Prodigal:2.6"
"sigA","","RNA polymerase sigma factor SigA","4","4","1","132","8679","150","3473","","863","863","863","BIAFHNIK_00279","ACNLJPHK_01300","","","","IFMAJOOC_00547","NBFCBFAJ_00078","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99TT5"
"lptB","","Lipopolysaccharide export system ATP-binding protein LptB","4","4","1","132","7061","150","4832","","734","1187","850","BIAFHNIK_00993","ACNLJPHK_02190","","","AGNIMCJO_00266","IFMAJOOC_01628","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P45073"
"group_235","ahpD","Alkyl hydroperoxide reductase AhpD; hypothetical protein","4","4","1","132","7064","150","4834","","344","347","346","BIAFHNIK_00994","ACNLJPHK_02191","","","AGNIMCJO_00265","IFMAJOOC_01629","","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01676"
"lpxA","","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase","4","4","1","132","7084","150","4848","","785","785","785","BIAFHNIK_01005","ACNLJPHK_02569","","","AGNIMCJO_00246","IFMAJOOC_01642","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2SWY6"
"tkt","","Transketolase","4","4","1","132","7379","150","8094","","845","905","860","BIAFHNIK_01157","ACNLJPHK_02946","","","AGNIMCJO_00897","IFMAJOOC_01600","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P99161"
"dxs_2","","1-deoxy-D-xylulose-5-phosphate synthase","4","4","1","132","8048","150","4896","","950","950","950","BIAFHNIK_01220","ACNLJPHK_03023","","","AGNIMCJO_00088","IFMAJOOC_01795","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RUB5"
"radD","","Putative DNA repair helicase RadD","4","4","1","132","8059","150","4908","","1487","1580","1549","BIAFHNIK_01227","ACNLJPHK_02513","","","AGNIMCJO_00097","IFMAJOOC_01803","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P33919"
"group_244","","hypothetical protein","4","4","1","132","8060","150","4912","","1277","1283","1280","BIAFHNIK_01228","ACNLJPHK_02517","","","AGNIMCJO_00098","IFMAJOOC_01804","","","ab initio prediction:Prodigal:2.6"
"glyA","","Serine hydroxymethyltransferase","4","4","1","132","8061","150","4913","","1274","1334","1308","BIAFHNIK_01229","ACNLJPHK_02518","","","AGNIMCJO_00099","IFMAJOOC_01805","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:D3DKC4"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","4","4","1","132","583","150","8406","","1274","1622","1533","BIAFHNIK_01287","ACNLJPHK_02520","","","AGNIMCJO_00038","IFMAJOOC_02953","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A9U3"
"hupB","","DNA-binding protein HU-beta","4","4","1","132","7676","150","8511","","272","275","273","BIAFHNIK_01410","ACNLJPHK_03040","","","AGNIMCJO_00798","IFMAJOOC_01289","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ACF4"
"group_249","rpoE","ECF RNA polymerase sigma factor SigH; ECF RNA polymerase sigma-E factor","4","4","1","132","2503","150","8275","","494","494","494","BIAFHNIK_01509","ACNLJPHK_02662","","","AGNIMCJO_00405","IFMAJOOC_00768","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AGB6"
"mlaE","","putative phospholipid ABC transporter permease protein MlaE","4","4","1","132","8099","150","4957","","740","743","740","BIAFHNIK_01993","ACNLJPHK_02871","","","AGNIMCJO_00818","IFMAJOOC_00580","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64606"
"dapH","","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase","4","4","1","132","4058","150","6549","","515","521","517","BIAFHNIK_02072","ACNLJPHK_02830","","","","IFMAJOOC_01337","","DIGNGMGA_00008","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q7A2S0"
"groL","","60 kDa chaperonin","4","4","1","132","3995","150","6521","","1628","1637","1633","BIAFHNIK_02091","ACNLJPHK_01661","","","","IFMAJOOC_00947","NBFCBFAJ_01050","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P81284"
"ruvC","","Crossover junction endodeoxyribonuclease RuvC","4","4","1","132","7902","150","6491","","551","554","553","BIAFHNIK_02103","ACNLJPHK_02289","","","","IFMAJOOC_00962","NBFCBFAJ_01037","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A814"
"fhs","","Formate--tetrahydrofolate ligase","4","4","1","132","1753","150","880","","1676","1676","1676","BIAFHNIK_02142","ACNLJPHK_01612","","","","IFMAJOOC_01411","NBFCBFAJ_00006","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2RM91"
"lysS","","Lysine--tRNA ligase","4","4","1","132","1837","150","966","","1694","1775","1715","BIAFHNIK_02153","ACNLJPHK_00417","","","","IFMAJOOC_02175","NBFCBFAJ_00033","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RHV9"
"group_273","","hypothetical protein","4","4","1","132","6250","150","7145","","1493","1496","1494","BIAFHNIK_02226","ACNLJPHK_00528","","","","IFMAJOOC_00698","NBFCBFAJ_00783","","ab initio prediction:Prodigal:2.6"
"carE","","Caffeyl-CoA reductase-Etf complex subunit CarE","4","4","1","132","3074","150","3889","","953","953","953","BIAFHNIK_02311","ACNLJPHK_01636","","","","IFMAJOOC_00045","NBFCBFAJ_00144","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:H6LGM8"
"ctaB1","","Protoheme IX farnesyltransferase 1","4","4","1","132","2902","150","3641","","902","950","923","","ACNLJPHK_00059","","JLCCBCLK_00463","","IFMAJOOC_02004","NBFCBFAJ_00655","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31652"
"dut","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","4","4","1","132","8359","150","7558","","431","440","435","","ACNLJPHK_00185","","JLCCBCLK_00267","","IFMAJOOC_00470","NBFCBFAJ_00451","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2YRG4"
"mdtC","","Multidrug resistance protein MdtC; hypothetical protein","4","4","1","132","5528","150","2151","","2363","2369","2365","BIAFHNIK_00326","ACNLJPHK_01003","","","","IFMAJOOC_02302","NBFCBFAJ_00862","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01424"
"tadA","","tRNA-specific adenosine deaminase","4","4","1","132","2984","150","3727","","446","476","455","","ACNLJPHK_00560","","JLCCBCLK_00519","","IFMAJOOC_02262","NBFCBFAJ_00706","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99W51"
"cocE","","Cocaine esterase","4","4","1","132","4124","150","6617","","1226","1928","1748","","ACNLJPHK_00763","","","","IFMAJOOC_02944","NBFCBFAJ_01113","DIGNGMGA_00052","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9L9D7"
"hemL1","","Glutamate-1-semialdehyde 2%2C1-aminomutase 1","4","4","1","132","379","150","1433","","1286","1289","1287","","ACNLJPHK_00770","","","AGNIMCJO_00477","IFMAJOOC_02938","","DIGNGMGA_00490","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P99096"
"group_327","","hypothetical protein","4","4","1","132","4112","150","6607","","236","248","242","","ACNLJPHK_01624","","","","IFMAJOOC_02803","NBFCBFAJ_01107","DIGNGMGA_00043","ab initio prediction:Prodigal:2.6"
"group_328","","hypothetical protein","4","4","1","132","4110","150","6606","","362","365","364","","ACNLJPHK_01625","","","","IFMAJOOC_02804","NBFCBFAJ_01106","DIGNGMGA_00042","ab initio prediction:Prodigal:2.6"
"phaA","","Acetyl-CoA acetyltransferase","4","4","1","132","6970","150","7414","","1175","1175","1175","","ACNLJPHK_02723","","","","IFMAJOOC_00296","NBFCBFAJ_01339","DIGNGMGA_00306","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P14611"
"group_345","","hypothetical protein","4","4","1","132","7276","150","7431","","800","863","815","","ACNLJPHK_02852","","","","IFMAJOOC_02082","NBFCBFAJ_01333","DIGNGMGA_00296","ab initio prediction:Prodigal:2.6"
"nusA","","Transcription termination/antitermination protein NusA","4","4","1","132","2138","150","835","","1256","1256","1256","BIAFHNIK_00197","ACNLJPHK_02136","","","","IFMAJOOC_00285","NBFCBFAJ_00229","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q83BS0"
"atpD","","ATP synthase subunit beta","4","4","1","132","2098","150","814","","1511","1511","1511","BIAFHNIK_00239","ACNLJPHK_02418","","","","IFMAJOOC_01370","NBFCBFAJ_00731","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2RFX9"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","4","4","1","132","5319","150","2797","","1226","1229","1226","BIAFHNIK_00266","ACNLJPHK_00656","","","","IFMAJOOC_00419","NBFCBFAJ_00091","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A6W3"
"rpsT","","30S ribosomal protein S20","4","4","1","132","8653","150","3460","","251","251","251","BIAFHNIK_00293","ACNLJPHK_02651","","","","IFMAJOOC_00535","NBFCBFAJ_00066","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0R102"
"rbfA","","30S ribosome-binding factor","4","4","1","132","5584","150","7302","","395","395","395","BIAFHNIK_00301","ACNLJPHK_00986","","","","IFMAJOOC_02864","NBFCBFAJ_00842","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A7G2"
"dus","","putative tRNA-dihydrouridine synthase","4","4","1","132","5550","150","7288","","1001","1001","1001","BIAFHNIK_00306","ACNLJPHK_00988","","","","IFMAJOOC_02862","NBFCBFAJ_00844","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WNS7"
